Ticket number,Issue Date,RP State Plate,Make,Location,Violation code,Violation Description,Fine amount,Latitude,Longitude,year,csa,ami_category
4505994776,12/07/2019,CA,BMW,18001 VENTURA BL,88.13B+,METER EXP.,63.0,34.164467999123666,-118.52442099684673,2019,Tarzana,Moderate Income
4503333155,10/26/2019,CA,RROV,3417 6TH ST W,88.13B+,METER EXP.,63.0,34.06359300157284,-118.29578900207076,2019,Little Bangladesh,Very Low Income
4506657492,12/12/2019,CA,MAZD,10809 CHARNOCK ROAD,80.69BS,NO PARK/STREET CLEAN,73.0,34.02115133480437,-118.41245956038225,2019,Palms,Low Income
4357282845,07/01/2019,CA,MITS,200 BREED ST N,88.13B+,METER EXP.,63.0,34.04292600086111,-118.21188600111421,2019,Boyle Heights,Extremely Low Income
4356762421,06/12/2019,CA,FORD,1495 SUNSET BL,88.13B+,METER EXP.,63.0,34.07576918163171,-118.25505963668748,2019,Echo Park,Low Income
4501975450,09/07/2019,KS,VOLV,741 POINSETTIA PL N,80.58L,PREFERENTIAL PARKING,68.0,34.084251592064604,-118.34865422490334,2019,Melrose,Low Income
4359392295,08/20/2019,CA,BMW,105 HAYWORTH AVE N,80.69BS,NO PARK/STREET CLEAN,73.0,34.0743353628534,-118.36261920215632,2019,Carthay,Above Moderate Income
4352070494,04/06/2019,CA,OTHR,545 127TH ST S,80.49+,18 IN/CURB/COMM VEH,63.0,33.91761318801927,-118.28370557290297,2019,Harbor Gateway,Low Income
4358887886,07/30/2019,CA,NISS,737 BROADWAY S,80.56E2,YELLOW ZONE,58.0,34.04481327930586,-118.25373894882108,2019,Downtown,Very Low Income
4502067555,09/14/2019,CA,TOYT,25 WINDWARD AVENUE,5204A-,DISPLAY OF TABS,25.0,33.98712947465988,-118.47316325128817,2019,Venice,Low Income
4346913690,02/04/2019,CA,AUDI,132 LARCHMONT BL N,22502A,18 IN. CURB/2 WAY,63.0,34.07240291860927,-118.32352771639498,2019,Hancock Park,Above Moderate Income
4356901415,07/08/2019,CA,TOYT,6900 LAURELGROVE AVE,80.69B,NO PARKING,73.0,34.19576900175016,-118.40088000599972,2019,North Hollywood,Very Low Income
4505577742,11/15/2019,CA,BMW,12161 CHANDLER BL,80.69BS,NO PARK/STREET CLEAN,73.0,34.16865665659549,-118.3983895915119,2019,Valley Village,Very Low Income
4357818636,07/09/2019,CA,CADI,12100 TERRA BELLA ST,80.69B,NO PARKING,73.0,34.27420705771423,-118.39649297848167,2019,Pacoima,Very Low Income
4354449492,05/22/2019,CA,NISS,3845 HOLLYPARK PL,80.69BS,NO PARK/STREET CLEAN,73.0,34.123219920663345,-118.26710870004258,2019,Atwater Village,Above Moderate Income
4351038930,03/19/2019,CA,MNNI,12300 VENTURA BL,5204A-,DISPLAY OF TABS,25.0,34.14349900292147,-118.40083100332367,2019,Studio City,Above Moderate Income
4353108255,04/22/2019,CA,CHEV,1300 HOPE ST S,88.13B+,METER EXP.,63.0,34.039490999253374,-118.26562299933279,2019,Downtown,Above Moderate Income
4354244300,05/06/2019,CA,BMW,11001 MASSACHUSETTS AV,88.13B+,METER EXP.,63.0,34.05067299733716,-118.44300000426942,2019,Westwood,Above Moderate Income
4501999681,09/09/2019,CA,HOND,334 ORANGE DR N,80.69BS,NO PARK/STREET CLEAN,73.0,34.068202693556934,-118.34185761279338,2019,Hancock Park,Above Moderate Income
4359380756,08/24/2019,CA,OTHR,7600 SAN PEDRO ST,80.56E4+,RED ZONE,93.0,33.971314997084576,-118.26953400258125,2019,Florence-Firestone,Very Low Income
4502157995,09/14/2019,CA,AUDI,810 SPRING ST S,80.56E2,YELLOW ZONE,58.0,34.04293832005698,-118.25377648322821,2019,Downtown,Very Low Income
4347566941,01/15/2019,CA,TOYT,14119 ARCHWOOD ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.1929416362943,-118.44037429130655,2019,Van Nuys,Very Low Income
4507138226,12/18/2019,CA,KIA,427 MARIPOSA AVE,80.69C,PARKED OVER TIME LIMIT,58.0,34.066722469796055,-118.29920640958915,2019,Little Bangladesh,Very Low Income
4351111903,05/03/2019,CA,STRN,7220 ALLOTT AVE,80.73.2,EXCEED 72HRS-ST,68.0,34.201789375879656,-118.42803062820586,2019,Van Nuys,Very Low Income
4346562146,01/04/2019,CA,HOND,4300 GATEWAY BLVD W,80.69BS,NO PARK/STREET CLEAN,73.0,34.09408500063656,-118.28350300172278,2019,East Hollywood,Very Low Income
4506694091,12/12/2019,CA,TOYT,3283 PERLITA AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.11513253780851,-118.25383038274492,2019,Atwater Village,Low Income
4504024836,10/22/2019,CA,NISS,2750 8TH ST E,22500B,PARKED IN CROSSWALK,68.0,34.02690899935372,-118.21672300264677,2019,Boyle Heights,Low Income
4359302883,08/21/2019,ID,CHEV,518 41ST DR W,80.69BS,NO PARK/STREET CLEAN,73.0,34.00874682800333,-118.28299439144799,2019,West Vernon,Very Low Income
4360774040,09/05/2019,OK,DODG,758 VALENCIA ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.05139685753031,-118.27047514229453,2019,Westlake,Extremely Low Income
4346237372,01/06/2019,CA,VOLK,1956 ARGYLE AVE,80.61,STANDNG IN ALLEY,68.0,34.10635728228724,-118.3252176547934,2019,Hollywood Hills,Very Low Income
4505177983,11/12/2019,CA,CHRY,901 TIVERTON AV,88.13B+,METER EXP.,63.0,34.06372399815362,-118.44243700306703,2019,Westwood,Above Moderate Income
4354201493,05/15/2019,CA,HOND,8150 DE GARMO AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.21833460101271,-118.35685620336335,2019,Sun Valley,Very Low Income
4360882271,10/03/2019,CA,LINC,5900 98TH ST W,80.69B,NO PARKING,73.0,33.94734400065201,-118.3859700037969,2019,Westchester,Very Low Income
4352014520,04/04/2019,CA,TOYT,315 GARDNER ST N,80.58L,PREFERENTIAL PARKING,68.0,34.076437857369925,-118.35321157124417,2019,Melrose,Above Moderate Income
4361679372,11/24/2019,CA,HYUN,5901 98TH ST W,88.13B+,METER EXP.,63.0,33.94734400065201,-118.3859700037969,2019,Westchester,Very Low Income
4347078971,01/22/2019,CA,FORD,1331 DETROIT ST N,80.69BS,NO PARK/STREET CLEAN,73.0,34.09493441630607,-118.34517562459077,2019,Hollywood,Low Income
4360210304,08/24/2019,CA,BMW,818 LOS ANGELES ST S,80.56E2,YELLOW ZONE,58.0,34.04169917594908,-118.25263487536252,2019,Wholesale District,Very Low Income
4506511284,12/13/2019,CA,MERZ,331 6TH ST W,88.13B+,METER EXP.,63.0,34.047031643007,-118.25262473814409,2019,Downtown,Low Income
4506930116,12/20/2019,CA,MERZ,11230 CAMARILLO ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.157641003226516,-118.37573300168965,2019,North Hollywood,Low Income
4354481843,06/04/2019,CA,HOND,976 17TH ST W,5204A-,DISPLAY OF TABS,25.0,33.728821172795485,-118.29848329513929,2019,San Pedro,Very Low Income
4503809424,10/19/2019,AL,MAZD,11100 EXPOSITION BL W,80.69B,NO PARKING,73.0,34.03548299695981,-118.43210700445486,2019,Rancho Park,Above Moderate Income
4353562776,05/14/2019,CA,CHEV,201 WESTMORELAND AVE S,80.56E2,YELLOW ZONE,58.0,34.07042999996186,-118.28790100159706,2019,Wilshire Center,Very Low Income
4351359725,03/26/2019,CA,OTHR,500 LOS ANGELES ST S,80.69C,PARKED OVER TIME LIMIT,58.0,34.046063999939086,-118.24756999923443,2019,Little Tokyo,Very Low Income
4361608436,11/16/2019,CA,TOYT,10300 OSO AVE,80.73.2,EXCEED 72HRS-ST,68.0,34.25725299467191,-118.57496199616756,2019,Chatsworth,Above Moderate Income
4505058832,11/25/2019,CA,VOLK,3301 MOTOR AV,88.13B+,METER EXP.,63.0,34.02921899640108,-118.41069100444221,2019,Palms,Low Income
4348445286,02/12/2019,CA,MERZ,314 ORANGE GROVE AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.076407571276995,-118.36037871387833,2019,Melrose,Low Income
4357042351,06/13/2019,CA,FORD,21816 LANARK ST,5200,DISPLAY OF PLATES,25.0,34.21757190414412,-118.60327859593023,2019,Canoga Park,Very Low Income
4502821956,09/30/2019,CA,GMC,7240 LENNOX AVE,80.56E4+,RED ZONE,93.0,34.20198869447471,-118.44623780817487,2019,Van Nuys,Very Low Income
4351082142,03/11/2019,CA,TOYT,1310 LAVETA TER,80.58L,PREFERENTIAL PARKING,68.0,34.07663429383394,-118.25598858959559,2019,Echo Park,Low Income
4352039215,04/16/2019,CA,MERZ,616 MCCADDEN PL N,80.58L,PREFERENTIAL PARKING,68.0,34.082146816552545,-118.33739046919446,2019,Melrose,Low Income
4359879392,08/16/2019,CA,VOLK,5125 YORK BL,80.56E4+,RED ZONE,93.0,34.120969328062856,-118.20423859222497,2019,Eagle Rock,Low Income
4349284892,02/25/2019,CA,NISS,647 FLOWER AVE,80.69BS,NO PARK/STREET CLEAN,73.0,33.9989191489496,-118.47019643693953,2019,Venice,Above Moderate Income
1121421361,09/10/2019,CA,INF,1600 E 55TH ST,8069B,NO PARKING,73.0,33.99298700337306,-118.24555900507201,2019,Vernon Central,Extremely Low Income
4350126325,03/06/2019,CA,TOYT,936 ALBANY ST,80.56E4+,RED ZONE,93.0,34.04884181756674,-118.27045243367797,2019,Pico-Union,Extremely Low Income
4360524980,09/03/2019,NV,NISS,701 HARTFORD AVE,80.56E1,WHITE ZONE,58.0,34.052150999906075,-118.26728300038123,2019,Westlake,Very Low Income
1126839011,10/17/2019,TN,SUBU,401 S PARK VIEW ST,8056E4,RED ZONE,93.0,34.06394800024666,-118.27658900230828,2019,Westlake,Very Low Income
4352260592,04/08/2019,CA,INFI,1532 HIGHLAND AVE N,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.098537898293785,-118.33866387679748,2019,Hollywood,Very Low Income
4359918220,08/12/2019,AZ,TOYT,1215 WALL ST S,88.13B+,METER EXP.,63.0,34.034857429560454,-118.2554592864993,2019,Wholesale District,Very Low Income
4359823112,08/21/2019,CA,LEXS,443 ALTAIR PL,5204A-,DISPLAY OF TABS,25.0,33.9896972878939,-118.46810971428371,2019,Venice,Low Income
4353685991,05/09/2019,CA,FORD,10400 MISSOURI AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.05462099803543,-118.42465600256185,2019,Century City,Above Moderate Income
4351578195,04/03/2019,CA,FORD,A/F 3390 N DERONDA DR,80.58L,PREFERENTIAL PARKING,68.0,34.12996054662884,-118.31947809208715,2019,Hollywood Hills,Above Moderate Income
4357414563,06/25/2019,CA,MERZ,2916 PACIFIC AVE,80.69BS,NO PARK/STREET CLEAN,73.0,33.98053478436123,-118.4662832170812,2019,Venice,Above Moderate Income
4501551320,08/27/2019,CA,NISS,1332 HOPE ST S,80.56E1,WHITE ZONE,58.0,34.038844913241526,-118.26607737224575,2019,Downtown,Very Low Income
4359410020,07/29/2019,CA,HYUN,2000 59TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.98731799668811,-118.31483799890721,2019,Harvard Park,Very Low Income
1126761860,08/20/2019,CA,FIAT,A/F 310 S SHERBOURNE,8069BS,NO PARK/STREET CLEAN,73.0,34.07344899937214,-118.37952830576714,2019,Carthay,Above Moderate Income
4352267791,05/12/2019,AZ,VOLK,2110 CORINTH AVE,80.58L,PREFERENTIAL PARKING,68.0,34.038851792593285,-118.44327508128053,2019,West Los Angeles,Above Moderate Income
4346454652,01/08/2019,CA,PONT,520 49TH PL W,22500F,PARKED ON SIDEWALK,68.0,33.998008114822916,-118.28297751365993,2019,West Vernon,Very Low Income
4357283991,07/10/2019,CA,CHEV,1231 8TH ST E,5204A-,DISPLAY OF TABS,25.0,34.05010099940988,-118.26873888783987,2019,Westlake,Extremely Low Income
4357888496,07/09/2019,CA,TOYT,2921 MICHIGAN AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.04241377614564,-118.20236240956321,2019,Boyle Heights,Very Low Income
4505297576,11/07/2019,CA,MAZD,500 AVENUE 64 N,80.69BS,NO PARK/STREET CLEAN,73.0,34.1181329944061,-118.17930100925331,2019,Highland Park,Low Income
4346649112,01/09/2019,CA,CHEV,1733 PENMAR AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.002490725546764,-118.4570542265404,2019,Venice,Above Moderate Income
4346403482,02/05/2019,CA,CHEV,1152 LEMOYNE ST,88.63B+,OFF STR/OVERTIME/MTR,58.0,34.07619137520833,-118.2602210352891,2019,Echo Park,Low Income
4354530434,05/09/2019,CA,CHEV,6200 HOLLYWOOD BLVD,80.69B,NO PARKING,73.0,34.1016359993892,-118.32448100133166,2019,Hollywood,Low Income
4501315254,08/14/2019,CA,FORD,3648 MOTOR AV,80.69BS,NO PARK/STREET CLEAN,73.0,34.02382877747768,-118.40653615448659,2019,Palms,Above Moderate Income
4505348046,11/19/2019,CA,HOND,301 EVERGREEN AVE N,80.69BS,NO PARK/STREET CLEAN,73.0,34.03813099919904,-118.20388800305172,2019,Boyle Heights,Very Low Income
4504714056,10/30/2019,CA,TOYT,414 ROSSMORE AVE S,80.69BS,NO PARK/STREET CLEAN,73.0,34.066867714263054,-118.32729357310049,2019,Hancock Park,Above Moderate Income
4346565580,01/11/2019,GA,NISS,1758 ORANGE DR N,80.58L,PREFERENTIAL PARKING,68.0,34.10304533337037,-118.34174558330767,2019,Hollywood,Extremely Low Income
4502067636,09/14/2019,CA,TSMR,211 WINDWARD AVENUE,80.56E1,WHITE ZONE,58.0,33.98843225062437,-118.47051189444184,2019,Venice,Low Income
4502763650,09/27/2019,CA,TOYT,17300 VANOWEN ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.19387900319271,-118.5098460005052,2019,Lake Balboa,Low Income
4351530212,04/02/2019,CA,HNO,711 FLORENCE AVE W,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,33.97464248845391,-118.28606759600274,2019,Vermont Knolls,Very Low Income
4350275790,03/11/2019,GA,DODG,2107 82ND ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.96457813776209,-118.31573903580261,2019,Manchester Square,Very Low Income
4348597691,02/19/2019,CA,BMW,15201 LA CRUZ DR,88.13B+,METER EXP.,63.0,34.04609799680009,-118.52425499848025,2019,Pacific Palisades,Above Moderate Income
4502892214,10/05/2019,CA,TOYT,5220 WILLOW CREST AV,5204A-,DISPLAY OF TABS,25.0,34.16527579562423,-118.36213023086775,2019,North Hollywood,Very Low Income
4352859571,04/18/2019,WA,TOYT,1226 BARRY AVE,80.56E1,WHITE ZONE,58.0,34.04947073695423,-118.45953341612392,2019,West Los Angeles,Low Income
4504298201,10/24/2019,CA,LNDR,1201 5TH ST E,5200,DISPLAY OF PLATES,25.0,34.05408099911671,-118.25946199936362,2019,Westlake,Very Low Income
4507350606,12/16/2019,CA,NISS,5300 ROSEWOOD AV,80.69BS,NO PARK/STREET CLEAN,73.0,34.07895000004593,-118.32364900117938,2019,Melrose,Low Income
4351284884,04/01/2019,CA,FORD,784 TOWNE AV S,88.13B+,METER EXP.,63.0,34.037557417612035,-118.24725967043317,2019,Wholesale District,Very Low Income
4358002294,07/11/2019,CA,HOND,1275 5TH AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.0479106043603,-118.32222425353034,2019,Country Club Park,Very Low Income
4356024540,06/10/2019,CA,HOND,3800 WISCONSIN ST,5204A-,DISPLAY OF TABS,25.0,34.01682299897664,-118.29307000345227,2019,Exposition Park,Extremely Low Income
4502123953,09/13/2019,CA,STRN,15400 NORDHOFF ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.23552799715805,-118.46768999803646,2019,North Hills,Very Low Income
4346795504,02/06/2019,CA,CHEV,10615 HICKORY ST S,80.69BS,NO PARK/STREET CLEAN,73.0,33.93962757179351,-118.23587030748409,2019,Watts,Low Income
4355184610,06/04/2019,CA,LNDR,915 LA BREA AVE N,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.087335570631694,-118.34405557103764,2019,Melrose,Very Low Income
4505773381,11/29/2019,CA,TOYT,8415 WILLIS AVE,22514,FIRE HYDRANT,68.0,34.223353607724206,-118.45528842108199,2019,Panorama City,Extremely Low Income
4355191013,05/20/2019,AZ,FORD,1214 SMITHWOOD DR,80.69BS,NO PARK/STREET CLEAN,73.0,34.056852140963926,-118.39775928717586,2019,Beverlywood,Above Moderate Income
4506436830,12/09/2019,CA,FORD,1036 GRAND AV S,22500C,SAFETY ZONE/CURB,68.0,34.042463226158226,-118.26111745343086,2019,Downtown,Above Moderate Income
4360834785,09/04/2019,CA,TOYT,11800 DENVER AVE,80.73.2,EXCEED 72HRS-ST,68.0,33.92614299488923,-118.28479300266575,2019,Figueroa Park Square,Very Low Income
4361399910,09/26/2019,CA,ACUR,1135 CARMONA AVE,80.58L,PREFERENTIAL PARKING,68.0,34.0545755230395,-118.35536808869243,2019,Miracle Mile,Low Income
4356119154,05/31/2019,CA,CHEV,6719 MAMMOTH AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.19192684670482,-118.43236100206948,2019,Valley Glen,Very Low Income
4360674264,08/30/2019,CA,FORD,11218 CAMARILLO ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.15764119139433,-118.37551231435864,2019,North Hollywood,Low Income
4507386144,12/21/2019,CA,CHEV,1601 CHEROKEE AV,88.13B+,METER EXP.,63.0,34.099699999487896,-118.33501900086452,2019,Hollywood,Very Low Income
4348752424,02/14/2019,CA,KIA,11045 MISSOURI AVE,80.58L,PREFERENTIAL PARKING,68.0,34.045431498431846,-118.4400361691046,2019,West Los Angeles,Above Moderate Income
4357451022,07/05/2019,CA,AUDI,3140 STOCKBRIDGE AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.081598240367036,-118.163351174461,2019,El Sereno,Low Income
4359249285,08/08/2019,CA,NISS,2301 WESTGATE AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.03115799638624,-118.45005800242365,2019,West Los Angeles,Low Income
4502153751,09/12/2019,CA,HYUN,10562 OHIO AV,80.69BS,NO PARK/STREET CLEAN,73.0,34.05866949902351,-118.4309305066531,2019,Westwood,Low Income
4347964143,01/30/2019,CA,TOYT,634 ST ANDREWS PL S,80.69BS,NO PARK/STREET CLEAN,73.0,34.06143975862311,-118.31117983031429,2019,Koreatown,Very Low Income
4502583175,09/23/2019,CA,KIA,100 67TH ST W,80.69AP+,NO STOP/STANDING,93.0,33.978780995609384,-118.27392900309113,2019,Florence-Firestone,Very Low Income
4355338702,06/05/2019,CA,HOND,4801 SUNSET BL W,88.13B+,METER EXP.,63.0,34.09814599912582,-118.29392800224973,2019,East Hollywood,Very Low Income
4345837856,01/11/2019,CA,JEEP,1140 CROCKER ST S,88.13B+,METER EXP.,63.0,34.03315551036664,-118.25157400083695,2019,Wholesale District,Very Low Income
4350499042,03/22/2019,CA,HOND,6450 RESEDA BLVD,80.69BS,NO PARK/STREET CLEAN,73.0,34.18746974018903,-118.53602525934748,2019,Reseda,Low Income
4357514884,06/26/2019,CA,NISS,1600 IRVING TABOR CT,88.13B+,METER EXP.,63.0,33.99035800101052,-118.46369099807583,2019,Venice,Above Moderate Income
4360940076,08/29/2019,CA,OTHR,11600 VALERIO ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.20482699908502,-118.3844890028351,2019,North Hollywood,Very Low Income
4346937184,01/16/2019,LA,NISS,2100 HILLHURST AVE,80.56E1,WHITE ZONE,58.0,34.109957998817855,-118.28742800274225,2019,Los Feliz,Moderate Income
4358129020,06/28/2019,CA,TOYT,14343 ADDISON ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.16123022938302,-118.44564889981876,2019,Sherman Oaks,Low Income
4349156383,02/24/2019,CA,FORD,1670 257TH ST,80.69.2,COMM VEH OVER TIME LIMIT,78.0,33.790478783938696,-118.3066305120741,2019,Harbor City,Low Income
4354464343,04/26/2019,MN,DODG,6200 FRANKLIN AVE,80.69C,PARKED OVER TIME LIMIT,58.0,34.105240999787554,-118.3239820012284,2019,Hollywood Hills,Very Low Income
4345211430,01/07/2019,CA,MERZ,920 ALFRED ST N,80.69BS,NO PARK/STREET CLEAN,73.0,34.08737271394404,-118.37528061240033,2019,Melrose,Low Income
4353394080,04/30/2019,CA,TOYT,2104 CORINTH AVE,80.58L,PREFERENTIAL PARKING,68.0,34.038935914744165,-118.44334763331229,2019,West Los Angeles,Above Moderate Income
4506401863,12/17/2019,CA,BMW,8937 NATIONAL BL,80.69C,PARKED OVER TIME LIMIT,58.0,34.03060156987632,-118.38987957429242,2019,Regent Square,Low Income
4346488764,01/23/2019,CA,MAZD,5816 ETIWANDA AVE,22500E,BLOCKING DRIVEWAY,68.0,34.17639757919901,-118.5308201759685,2019,Encino,Low Income
4358385290,07/29/2019,CA,TOYT,1600 ORANGE DR N,80.69AA+,NO STOP/STAND,93.0,34.099985172029584,-118.34139465503273,2019,Hollywood,Low Income
4506232673,12/03/2019,CA,CHEV,907 FLOWER AVE,80.61,STANDNG IN ALLEY,68.0,34.00188077604803,-118.46461581541887,2019,Venice,Above Moderate Income
4354444161,05/01/2019,CA,HOND,3500 GLENDON AVE,80.56E4+,RED ZONE,93.0,34.023405001498055,-118.41386600351196,2019,Palms,Low Income
4503161935,10/06/2019,CA,JEEP,6820 IRIS CIRCLE,5200,DISPLAY OF PLATES,25.0,34.10975996058657,-118.332618515342,2019,Hollywood Hills,Low Income
4358389324,07/29/2019,CA,HOND,1624 WILCOX AVE,80.56E1,WHITE ZONE,58.0,34.09684045299215,-118.33100845372051,2019,Hollywood,Low Income
4350791841,03/11/2019,CA,LNDR,4406 BEEMAN AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.150534119188094,-118.4073065321829,2019,Sherman Oaks,Above Moderate Income
4501268984,08/12/2019,CA,HYUN,15500 MOORPARK ST,80.56E4+,RED ZONE,93.0,34.155987999903374,-118.4720859968615,2019,Encino,Above Moderate Income
4505264746,11/15/2019,CA,CHRY,6110 WESTERN AV,80.69B,NO PARKING,73.0,33.983833216776816,-118.30894719329504,2019,Harvard Park,Very Low Income
4503066411,11/15/2019,CA,NISS,12001 VICTORY BLVD,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.18667500197179,-118.39657700176113,2019,North Hollywood,Very Low Income
4356262341,06/11/2019,CA,GMC,200 74TH ST W,80.56E4+,RED ZONE,93.0,33.9727479265495,-118.27613060950452,2019,Florence-Firestone,Very Low Income
1114415035,01/11/2019,CA,PONT,2197 E 101ST ST,80714,PRIVATE PROPERTY,68.0,33.94489649004469,-118.2344992958608,2019,Watts,Extremely Low Income
4347325286,01/28/2019,CA,MERZ,10207 WESTERN AVE N,80.69BS,NO PARK/STREET CLEAN,73.0,33.943888875650934,-118.30901114848636,2019,Gramercy Place,Low Income
4347069252,01/30/2019,CA,TOYT,21604 HART ST,80.56E4+,RED ZONE,93.0,34.197385917812795,-118.60031865182813,2019,Canoga Park,Very Low Income
4350732960,03/15/2019,CA,DODG,5623 SANTA MONICA BLVD,80.53,PARKED IN PARKWAY,63.0,34.09076578219159,-118.31154122164828,2019,Melrose,Extremely Low Income
4361653730,11/06/2019,CA,TOYT,6121 HARGIS ST,80.58L,PREFERENTIAL PARKING,68.0,34.03264841087685,-118.37765952390588,2019,Regent Square,Low Income
4502499971,09/22/2019,CA,NISS,6158 MULHOLLAND HWY,80.58L,PREFERENTIAL PARKING,68.0,34.12953476730887,-118.32200089406625,2019,Hollywood Hills,Above Moderate Income
4352266601,04/29/2019,CA,MAZD,5900 PACKARD ST,5204A-,DISPLAY OF TABS,25.0,34.05357799622897,-118.36706900129062,2019,South Carthay,Above Moderate Income
4357954392,07/05/2019,CA,TOYT,524 CENTURY BLVD W,80.69AP+,NO STOP/STANDING,93.0,33.9455267973975,-118.28313855483098,2019,Vermont Vista,Very Low Income
4506242801,12/07/2019,FL,TOYT,629 ALTA VISTA BLVD N,80.58L,PREFERENTIAL PARKING,68.0,34.08232071472639,-118.34743285761294,2019,Melrose,Low Income
4348719535,02/20/2019,CA,LEXS,2523 WELLINGTON ROAD,80.69B,NO PARKING,73.0,34.03304312672591,-118.33766150550653,2019,Wellington Square,Very Low Income
4347599561,01/31/2019,CA,CHEV,1450 VAN NESS AVE N,80.69AA+,NO STOP/STAND,93.0,34.097335189517324,-118.315771812437,2019,Hollywood,Very Low Income
4355375356,06/11/2019,CA,FORD,1101 SANTEE ST S,88.13B+,METER EXP.,63.0,34.03778299965591,-118.25612299895398,2019,Downtown,Above Moderate Income
4356340461,06/06/2019,CA,JEEP,6212 MAIN ST S,80.69AA+,NO STOP/STAND,93.0,33.983219934220834,-118.27392800442284,2019,Florence-Firestone,Very Low Income
4348812436,02/13/2019,LA,HYUN,4575 HOLLYWOOD BLVD,80.61,STANDNG IN ALLEY,68.0,34.09941574952085,-118.28900675184805,2019,Silverlake,Low Income
4350314953,03/21/2019,CA,DODG,300 HOPE ST S,80.49+,18 IN/CURB/COMM VEH,63.0,34.05371099928326,-118.25227499988421,2019,Downtown,Extremely Low Income
4350723182,04/18/2019,CA,HOND,3437 MACEO ST,22500E,BLOCKING DRIVEWAY,68.0,34.09440659256921,-118.22302629122933,2019,Mt. Washington,Low Income
4353832781,05/08/2019,CA,AUDI,701 MAPLE AVE S,88.13B+,METER EXP.,63.0,34.04243399945031,-118.24923400082297,2019,Wholesale District,Extremely Low Income
4505315710,11/09/2019,CA,KIA,4501 VAN NUYS BL,88.13B+,METER EXP.,63.0,34.153015002469516,-118.44869300490556,2019,Sherman Oaks,Low Income
4505686570,11/15/2019,CA,NISS,6700 LEXINGTON AVE,80.58L,PREFERENTIAL PARKING,68.0,34.09257999993613,-118.33629700061533,2019,Melrose,Very Low Income
4505483555,11/12/2019,CA,PONT,224 74TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.97274574365187,-118.27666115510804,2019,Florence-Firestone,Very Low Income
4503098622,09/28/2019,CA,DODG,8614 WOODLEY AVE,22514,FIRE HYDRANT,68.0,34.22683399883776,-118.4851445672704,2019,North Hills,Above Moderate Income
4353744360,05/06/2019,CA,CHEV,800 ALVARADO ST S,80.69B,NO PARKING,73.0,34.07466099986511,-118.26526200103696,2019,Temple-Beaudry,Very Low Income
4503208953,10/03/2019,CA,MAZD,5651 WHITSETT AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.17330900181467,-118.40524600320212,2019,North Hollywood,Low Income
4357954403,07/05/2019,CA,TOYT,845 88TH PL E,80.61,STANDNG IN ALLEY,68.0,33.95651049230257,-118.25979022822004,2019,Green Meadows,Very Low Income
4357564142,06/19/2019,CA,LEXS,1101 LEMOYNE ST,80.56E4+,RED ZONE,93.0,34.07567400050048,-118.26052199968991,2019,Echo Park,Low Income
4502263500,09/15/2019,GA,INFI,1721 WEST SILVER LAKE DR,80.58L,PREFERENTIAL PARKING,68.0,34.08981444069064,-118.26858466266602,2019,Silverlake,Above Moderate Income
4506733324,12/10/2019,CA,BMW,1501 EL CENTRO AV,88.13B+,METER EXP.,63.0,34.098012000395805,-118.32371900246568,2019,Hollywood,Extremely Low Income
4356093582,06/24/2019,CA,HOND,1854 OGDEN DR S,5204A-,DISPLAY OF TABS,25.0,34.042094990234496,-118.36743607296211,2019,Faircrest Heights,Low Income
4355413171,05/29/2019,CA,CHEV,6072 YORK BL,80.56E4+,RED ZONE,93.0,34.11768179004564,-118.18702694248161,2019,Highland Park,Low Income
4353056540,04/12/2019,CA,CHEV,231 5TH ST E,80.56E4+,RED ZONE,93.0,34.04779809561261,-118.25026466575119,2019,Downtown,Low Income
4505948565,11/22/2019,CA,TOYT,20750 LEMARSH ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.25542811424574,-118.58530660051605,2019,Chatsworth,Low Income
