Ticket number,Issue Date,RP State Plate,Make,Location,Violation code,Violation Description,Fine amount,Latitude,Longitude,year,csa,ami_category
4338870056,08/30/2018,CA,TOYT,900 GEORGIA ST,80.58L,PREFERENTIAL PARKING,68.0,34.047503000461255,-118.26574599906809,2018,Downtown,Above Moderate Income
4324614140,01/02/2018,CA,HOND,14222 DELANO ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.182650785979064,-118.44266978132116,2018,Van Nuys,Very Low Income
4326482381,02/07/2018,CA,NISS,2730 GANAHL STREET,80.69A+,STOP/STAND PROHIBIT,93.0,34.05279399941792,-118.19773700158056,2018,Boyle Heights,Very Low Income
4339896374,09/11/2018,CA,GMC,215 7TH ST W,80.56E4+,RED ZONE,93.0,34.04489399984475,-118.25287199995454,2018,Downtown,Extremely Low Income
4329842230,03/31/2018,CA,TOYT,300 GRAND AV,88.13B+,METER EXP.,63.0,34.05303600068284,-118.25122599909085,2018,Downtown,Extremely Low Income
4332094955,05/18/2018,CA,AUDI,1201 GRANVILLE AV,88.13B+,METER EXP.,63.0,34.048032996204434,-118.46261899810222,2018,West Los Angeles,Low Income
4331328234,04/27/2018,CA,TOYT,218 BOYD ST,88.13B+,METER EXP.,63.0,34.047737499973195,-118.24515040003976,2018,Little Tokyo,Very Low Income
4323362120,01/08/2018,AZ,NISS,700 HARPER AVE,80.58L,PREFERENTIAL PARKING,68.0,34.08369899964088,-118.36906200074539,2018,Melrose,Low Income
4338438871,08/28/2018,CA,VOLK,2511 ABBOT KINNEY BLVD S,80.69BS,NO PARK/STREET CLEAN,73.0,33.98823332858313,-118.45585183721458,2018,Venice,Above Moderate Income
4339877695,09/20/2018,CA,SMRT,1131 QUEEN ANNE PL,80.69BS,NO PARK/STREET CLEAN,73.0,34.05333319709613,-118.33067907043535,2018,Country Club Park,Very Low Income
4325842861,01/29/2018,CA,VOLK,6845 HASKELL AVENUE,80.69BS,NO PARK/STREET CLEAN,73.0,34.19472545027864,-118.47492089539195,2018,Lake Balboa,Very Low Income
4339558845,09/09/2018,CA,TOYT,11758 GLENOAKS BLVD,80.69B,NO PARKING,73.0,34.28361399589353,-118.42219466966435,2018,Pacoima,Low Income
4333346430,07/27/2018,CA,HOND,4101 3RD ST W,5204A-,DISPLAY OF TABS,25.0,34.06900099919723,-118.30285200278843,2018,Little Bangladesh,Very Low Income
4330485051,04/16/2018,CA,LINC,2024 DUNSMUIR AVE,80.56E4+,RED ZONE,93.0,34.04045616092808,-118.35642465630974,2018,Cloverdale/Cochran,Low Income
1107113324,03/21/2018,CA,TOYO,633 W ROMULO ST,8069B,NO PARKING,73.0,34.089521910102775,-118.22183314775343,2018,Mt. Washington,Low Income
4338158160,09/25/2018,CA,CADI,13988 FOOTHILL BLVD,80.73.2,EXCEED 72HRS-ST,68.0,34.313595164072076,-118.43824542765516,2018,Sylmar,Very Low Income
4330167332,04/23/2018,AZ,NISS,7000 LANEWOOD AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.09920999929624,-118.34138500054138,2018,Hollywood,Low Income
4337252651,07/26/2018,CA,DODG,5761 BUCKNELL AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.17481399344812,-118.39070968386983,2018,North Hollywood,Low Income
4325728190,01/31/2018,CA,TOYT,8614 SARAN DR,80.69BS,NO PARK/STREET CLEAN,73.0,33.95957146337635,-118.43261565253071,2018,Westchester,Above Moderate Income
4328962271,03/28/2018,CA,DODG,718 8TH ST E,88.13B+,METER EXP.,63.0,34.04668783746614,-118.25922263189784,2018,Downtown,Above Moderate Income
4344672430,11/28/2018,CA,CHEV,1600 RODNEY DR,80.69BS,NO PARK/STREET CLEAN,73.0,34.10007600017083,-118.29001300113406,2018,Silverlake,Low Income
4326964950,02/16/2018,MO,DODG,13220 VALLEYHEART DR,80.69BS,NO PARK/STREET CLEAN,73.0,34.147803501439036,-118.4205062534697,2018,Sherman Oaks,Above Moderate Income
4327077672,03/05/2018,CA,TSMR,1241 LA JOLLA AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.05430942585271,-118.37363143401161,2018,South Carthay,Above Moderate Income
4324259586,01/17/2018,CA,LEXS,12631 PACIFIC AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.00091761475052,-118.43639463860694,2018,Mar Vista,Low Income
4335137225,06/25/2018,CA,LINC,3801 INGRAHAM ST,88.13B+,METER EXP.,63.0,34.06067567513438,-118.31048804274026,2018,Koreatown,Very Low Income
4328427401,03/18/2018,CA,TOYT,200 HOPE ST N,80.69AA+,NO STOP/STAND,93.0,34.056216277707215,-118.25006678107823,2018,Downtown,Low Income
4329489371,03/30/2018,CA,VOLK,215 23RD ST E,80.69BS,NO PARK/STREET CLEAN,73.0,34.02860542479528,-118.26925814375757,2018,Downtown,Extremely Low Income
1037425723,01/18/2018,CA,HYUN,258 N UNION AVE,8069B,NO PARKING,73.0,34.066720246625344,-118.26448962950178,2018,Historic Filipinotown,Very Low Income
4328136761,05/04/2018,CA,VOLK,7200 DENNIS LANE,80.73.2,EXCEED 72HRS-ST,68.0,34.20112600139012,-118.64011299717667,2018,West Hills,Above Moderate Income
4328630213,03/16/2018,CA,CHEV,3000 EAST OLYMPIC BOULEVARD,5204A-,DISPLAY OF TABS,25.0,34.02176600015366,-118.21404100292756,2018,Boyle Heights,Extremely Low Income
4331866626,05/08/2018,CA,DODG,504 JUANITA AVE N,80.73.2,EXCEED 72HRS-ST,68.0,34.07988021075918,-118.29038500253573,2018,Silverlake,Very Low Income
4337889570,08/20/2018,CA,TOYT,761 GOWER ST,80.69C,PARKED OVER TIME LIMIT,58.0,34.0847355671264,-118.32225146789628,2018,Melrose,Extremely Low Income
4326066846,01/29/2018,CA,OTHR,110 OLYMPIC BLVD E,80.56E4+,RED ZONE,93.0,34.040500510477266,-118.25678600009215,2018,Downtown,Above Moderate Income
4331123786,06/27/2018,CA,PONT,3850 POTOMAC AVE S,80.69BS,NO PARK/STREET CLEAN,73.0,34.01537031948794,-118.34642988576259,2018,Baldwin Hills,Extremely Low Income
4344963022,12/17/2018,CA,FORD,1201 ORANGE GROVE AVE S,5200,DISPLAY OF PLATES,25.0,34.054697997725825,-118.36420100215474,2018,Mid-city,Moderate Income
4327873550,03/19/2018,CA,HOND,3101 GLENDALE BL,88.13B+,METER EXP.,63.0,34.11613899868586,-118.2630420005247,2018,Atwater Village,Low Income
4342690833,11/02/2018,CA,CADI,11000 OHIO AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.05192399877352,-118.44407900154798,2018,Westwood,Above Moderate Income
4324031121,01/16/2018,CA,TOYT,2232 11TH STW,80.69C,PARKED OVER TIME LIMIT,58.0,34.02383332075946,-118.23275539960771,2018,Wholesale District,Above Moderate Income
4337728334,08/13/2018,CA,VOLK,1717 N CAHUENGA BLVD,80.69B,NO PARKING,73.0,34.10198567596853,-118.32953797498341,2018,Hollywood,Extremely Low Income
4329855224,04/11/2018,CA,VOLK,854 SYCAMORE AVE S,80.69BS,NO PARK/STREET CLEAN,73.0,34.059591367838216,-118.34388892212486,2018,Miracle Mile,Above Moderate Income
4336194612,07/12/2018,CA,HOND,4701 25TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,34.03405899774066,-118.34337600422243,2018,Exposition,Very Low Income
4338053440,08/21/2018,CA,CHRY,4201 SUNNYSLOPE AV,88.13B+,METER EXP.,63.0,34.14732300080526,-118.42701700391521,2018,Sherman Oaks,Above Moderate Income
4331806673,04/23/2018,CA,HOND,18313 HATTERAS ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.17744989992131,-118.53119667550106,2018,Tarzana,Very Low Income
4335431730,07/12/2018,CA,GMC,1235 GRANVILLE AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.04734016260284,-118.46202121405022,2018,West Los Angeles,Low Income
4327791484,03/03/2018,CA,HOND,204 LOMA DR,22500C,SAFETY ZONE/CURB,68.0,34.061214366057214,-118.26381657958525,2018,Historic Filipinotown,Very Low Income
4326952626,03/02/2018,CA,TOYT,310 MARIPOSA AVE N,80.69BS,NO PARK/STREET CLEAN,73.0,34.07643218329437,-118.29941440950336,2018,Melrose,Very Low Income
4327864774,03/15/2018,CA,MERZ,1028 EDGEMONT ST N,5204A-,DISPLAY OF TABS,25.0,34.08982728584962,-118.29605843092,2018,East Hollywood,Very Low Income
4330284840,04/12/2018,CA,CHEV,4211 SOUTH GRAND AVENUE,80.69.4,PK OVERSIZ,73.0,34.00722269096293,-118.28052649537283,2018,South Park,Extremely Low Income
4344894562,12/14/2018,OR,ACUR,5297 FOUNTAIN AVE,80.56E4+,RED ZONE,93.0,34.09505469627777,-118.30497656663272,2018,Little Armenia,Extremely Low Income
4333211083,05/24/2018,CA,CHEV,4616 ST CHARLES PL,80.69BS,NO PARK/STREET CLEAN,73.0,34.045008425652554,-118.33803593922552,2018,Lafayette Square,Low Income
4335682105,06/25/2018,CA,FORD,3900 EUREKA DR,80.69B,NO PARKING,73.0,34.138442001188594,-118.37530800172817,2018,Studio City,Above Moderate Income
4330247062,04/05/2018,CA,MITS,13347 VICTORY BLVD,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.18667000255154,-118.42380456417976,2018,Valley Glen,Very Low Income
4334584866,06/19/2018,CA,HOND,1600 7TH ST W,88.13B+,METER EXP.,63.0,34.05389400030023,-118.27114100109864,2018,Westlake,Very Low Income
4338712265,08/16/2018,CA,FORD,8600 GUTHRIE AVE,80.56E4+,RED ZONE,93.0,34.04073899637749,-118.37911300398716,2018,Cadillac-Corning,Low Income
4327381671,03/07/2018,CA,FIAT,817 LA BREA AVE S,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.05944019454372,-118.34509097161238,2018,Miracle Mile,Above Moderate Income
4342609073,11/16/2018,CA,MERZ,448 COMMONWEALTH AVE N,5200,DISPLAY OF PLATES,25.0,34.06595163184857,-118.28567765561013,2018,Wilshire Center,Very Low Income
4343323946,11/20/2018,CA,TOYT,1210 80TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.96648389793738,-118.29615756055766,2018,Vermont Knolls,Very Low Income
4342690962,11/02/2018,CA,PORS,1750 BENTLEY AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.04712608377744,-118.44258180540221,2018,West Los Angeles,Above Moderate Income
4327184805,02/28/2018,CA,VOLK,700 VERMONT AV S,88.13B+,METER EXP.,63.0,34.05977499987195,-118.29163300137378,2018,Wilshire Center,Extremely Low Income
4326909731,02/26/2018,CA,HOND,837 HOBART BLVD N,80.58L,PREFERENTIAL PARKING,68.0,34.057014999700996,-118.30532879794676,2018,Koreatown,Very Low Income
4344088991,11/27/2018,CA,TOYT,1423 ORANGE GROVE AVE N,80.69BS,NO PARK/STREET CLEAN,73.0,34.09704344096035,-118.36035608818555,2018,Hollywood,Low Income
4335878886,07/09/2018,CA,HYUN,1005 65TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.98051999712366,-118.29164850374322,2018,Harvard Park,Very Low Income
4336107333,07/11/2018,CA,MERZ,11100 CHANDLER BL,88.13B+,METER EXP.,63.0,34.168097000638184,-118.37245900457577,2018,North Hollywood,Extremely Low Income
4345296491,12/10/2018,CA,JEEP,8301 ORION AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.221393000485094,-118.47209300031307,2018,Van Nuys,Very Low Income
4344915466,12/13/2018,CA,CHEV,1101 8TH ST W,5200,DISPLAY OF PLATES,25.0,34.04953699967895,-118.26483600055475,2018,Westlake,Extremely Low Income
4328689411,03/13/2018,CA,NISS,15100 VENTURA BL,88.13B+,METER EXP.,63.0,34.15305800259649,-118.46162999719077,2018,Sherman Oaks,Low Income
4342003886,11/02/2018,CA,KIA,10340 CANOGA AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.260087773290834,-118.59731298862913,2018,Chatsworth,Low Income
4340358385,09/21/2018,TX,HOND,1810 BENTLEY AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.04626578144987,-118.44183998223394,2018,West Los Angeles,Above Moderate Income
4338660793,08/22/2018,CO,VOLK,5912 ZELZAH AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.17792515511302,-118.52296607485202,2018,Encino,Low Income
4336068634,07/06/2018,CA,GMC,1153 53RD ST E,22500E,BLOCKING DRIVEWAY,68.0,33.99413238391154,-118.2948430034687,2018,West Vernon,Extremely Low Income
4330408670,04/20/2018,CA,TOYT,2001 HILLHURST AV,88.13B+,METER EXP.,63.0,34.107687998908055,-118.28742100230474,2018,Los Feliz,Low Income
4344758482,12/05/2018,CA,MITS,11800 DEHOUGNE ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.19583400282234,-118.39000600235045,2018,North Hollywood,Very Low Income
4341264476,09/30/2018,WA,JEEP,2110 CORINTH AVE,80.58L,PREFERENTIAL PARKING,68.0,34.038851792593285,-118.44327508128053,2018,West Los Angeles,Above Moderate Income
4332771332,06/04/2018,CA,CHEV,100 WETHERLY DR N,80.69BS,NO PARK/STREET CLEAN,73.0,34.07528900026427,-118.38873500020986,2018,Carthay,Very Low Income
4328045831,03/05/2018,NC,TOYT,5238 TILDEN AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.165689750536224,-118.44752725440621,2018,Sherman Oaks,Above Moderate Income
4328126504,03/10/2018,CA,MERZ,745 ALFRED ST N,80.58L,PREFERENTIAL PARKING,68.0,34.084379142763346,-118.37527289800363,2018,Melrose,Low Income
4334990446,07/01/2018,CA,HOND,11323 MISSISSIPPI AVE,80.58L,PREFERENTIAL PARKING,68.0,34.039169810362544,-118.44309881606344,2018,West Los Angeles,Above Moderate Income
4341054675,10/02/2018,CA,MAZD,6332 85TH ST W,80.73.2,EXCEED 72HRS-ST,68.0,33.96118860326363,-118.39773736744469,2018,Westchester,Above Moderate Income
4326451920,02/27/2018,CA,MERZ,2535 7TH AVE,80.58L,PREFERENTIAL PARKING,68.0,34.03374709874139,-118.32480457596378,2018,West Adams,Very Low Income
4329540375,04/07/2018,CA,HOND,1470 NORTH VAN NESS AVENUE,80.69A+,STOP/STAND PROHIBIT,93.0,34.09763802744734,-118.31577397441694,2018,Hollywood,Very Low Income
4326519536,03/02/2018,PA,FORD,5200 FRANKLIN AVE W,80.56E4+,RED ZONE,93.0,34.105394572226345,-118.30324485917023,2018,Thai Town,Very Low Income
1115568532,03/19/2018,CA,HOND,9100 W PICO BLVD,8813B,METER EXPIRED,63.0,34.05526199902579,-118.38990600361664,2018,Beverlywood,Above Moderate Income
4328279001,03/13/2018,CA,FORD,12013 ALLEGHENY ST,80.69B,NO PARKING,73.0,34.23589082402186,-118.39476375247982,2018,Sun Valley,Very Low Income
4326444135,02/03/2018,CA,TOYT,452 LOS ANGELES ST S,80.56E4+,RED ZONE,93.0,34.046479353614814,-118.24715938364547,2018,Little Tokyo,Very Low Income
4343397704,11/03/2018,CA,MAZD,2370 MIDVALE AVE,80.58L,PREFERENTIAL PARKING,68.0,34.04027885843984,-118.43001027755665,2018,Rancho Park,Low Income
4325149275,01/25/2018,CA,MERZ,11600 TERRYHILL PL,80.69B,NO PARKING,73.0,34.058762997708165,-118.46673799929366,2018,Brentwood,Above Moderate Income
4330311963,04/16/2018,CA,NISS,1258 85TH ST W,80.69BS,NO PARK/STREET CLEAN,73.0,33.96083378308799,-118.29776532874413,2018,Vermont Knolls,Very Low Income
4344393314,12/27/2018,CA,CHEV,116 AVENUE 40 E,80.69BS,NO PARK/STREET CLEAN,73.0,34.091918994207504,-118.21023636997307,2018,Mt. Washington,Very Low Income
4337945146,08/10/2018,CA,NISS,4500 CARTWRIGHT AV,88.13B+,METER EXP.,63.0,34.15222499957611,-118.36367100562549,2018,Toluca Lake,Low Income
1105786172,03/24/2018,CA,CHEV,12560 SAN FERNANDO,4000A1,NO EVIDENCE OF REG,50.0,34.29787900540215,-118.45672786192524,2018,Sylmar,Low Income
4326156483,02/12/2018,CA,NISS,6315 WILLOUGHBY AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.087106709191936,-118.3312922504058,2018,Melrose,Low Income
4323718906,01/30/2018,CA,HOND,1027 NEW HAMPSHIRE AVE N,80.58L,PREFERENTIAL PARKING,68.0,34.052657783195286,-118.29265899644129,2018,Koreatown,Extremely Low Income
4343102665,11/08/2018,CA,CHEV,1805 MENLO AVE,80.69B,NO PARKING,73.0,34.04128184450371,-118.29059712337005,2018,Pico-Union,Very Low Income
4333483486,06/06/2018,CA,HOND,17140 BURBANK BOULEVARD,80.69BS,NO PARK/STREET CLEAN,73.0,34.17223900340574,-118.50669299799199,2018,Encino,Low Income
4342639696,11/07/2018,CA,VOLK,106 9TH ST W,80.69AP+,NO STOP/STANDING,93.0,34.04193371436187,-118.25545642853055,2018,Downtown,Very Low Income
4343727441,11/29/2018,CA,CHEV,1615 GLYNDON AVE,5204A-,DISPLAY OF TABS,25.0,34.00461771506866,-118.45591085425383,2018,Venice,Above Moderate Income
4324183301,01/01/2018,CA,VOLK,1400 FAIRBANKS PL,80.56E4+,RED ZONE,93.0,34.07816900011605,-118.25645499973642,2018,Echo Park,Low Income
4328185875,03/09/2018,CA,HYUN,11106 BLIX ST,80.56E4+,RED ZONE,93.0,34.15659929718488,-118.37303363487673,2018,North Hollywood,Low Income
4338354602,08/14/2018,CA,FORD,5525 BUSHNELL WAY,5204A-,DISPLAY OF TABS,25.0,34.10234144694688,-118.18876277948463,2018,Highland Park,Low Income
4337264536,07/31/2018,CA,TOYT,21000 VENTURA BL,88.13B+,METER EXP.,63.0,34.1666310028848,-118.59081299945285,2018,Woodland Hills,Above Moderate Income
4333964353,06/06/2018,CA,LNDR,1669 VIRGINIA ROAD,80.69BS,NO PARK/STREET CLEAN,73.0,34.044080998757025,-118.33270000462716,2018,Lafayette Square,Low Income
4331873792,05/17/2018,CA,CHEV,600 ALEXANDRIA AVE S,80.56E2,YELLOW ZONE,58.0,34.081239999784906,-118.29805900112585,2018,Melrose,Very Low Income
4342397835,11/02/2018,CA,NISS,244 SAN PEDRO ST S,88.13B+,METER EXP.,63.0,34.048958979138995,-118.24192295962277,2018,Little Tokyo,Extremely Low Income
4323792443,01/11/2018,TX,VOLK,2406 RAYMOND AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.03435549736536,-118.29753657424133,2018,West Adams,Very Low Income
4345234633,12/04/2018,CA,FORD,5441 CEDROS AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.16935660747444,-118.4530679695694,2018,Sherman Oaks,Low Income
4333683395,06/18/2018,CA,MERZ,700 ALFRED ST N,80.58L,PREFERENTIAL PARKING,68.0,34.083606000163265,-118.37527199930663,2018,Melrose,Low Income
4330736572,04/24/2018,CA,TOYT,14814 BURBANK BLVD,80.69AP+,NO STOP/STANDING,93.0,34.17211342145923,-118.45595299643324,2018,Sherman Oaks,Low Income
4343487035,11/14/2018,CA,DODG,1206 HOOVER ST N,80.69BS,NO PARK/STREET CLEAN,73.0,34.09361957742929,-118.28456261784882,2018,East Hollywood,Very Low Income
4327442582,02/27/2018,CA,HOND,7319 HAZELTINE AVE,22500H,DOUBLE PARKING,68.0,34.203358546480224,-118.43999279046687,2018,Van Nuys,Very Low Income
4325464662,01/23/2018,CA,AUDI,11701 SAN VICENTE BL,88.13B+,METER EXP.,63.0,34.050748150057046,-118.48066761796325,2018,Brentwood,Above Moderate Income
4328491451,03/19/2018,CA,CHEV,1300 ORME AVE,80.53,PARKED IN PARKWAY,63.0,34.02448999937627,-118.21702200290152,2018,Boyle Heights,Very Low Income
4328788483,03/30/2018,CA,HOND,1152 LEMOYNE ST,88.63B+,OFF STR/OVERTIME/MTR,58.0,34.07619137520833,-118.2602210352891,2018,Echo Park,Low Income
4327213741,03/03/2018,CA,LEXS,2100 CORINTH AVE,80.58L,PREFERENTIAL PARKING,68.0,34.038991996152234,-118.44339600141336,2018,West Los Angeles,Above Moderate Income
4334993891,07/31/2018,CA,MAZD,1312 ORANGE GROVE AVE,5200,DISPLAY OF PLATES,25.0,34.05293332534046,-118.36496708527346,2018,Mid-city,Moderate Income
4332968172,05/31/2018,CA,TOYT,14611 RAYMER ST,80.69B,NO PARKING,73.0,34.21212972706551,-118.45215747686495,2018,Van Nuys,Very Low Income
4334168661,06/29/2018,CA,CHEV,123 FIGUEROA ST S,80.56E4+,RED ZONE,93.0,34.05749512352655,-118.25223139087642,2018,Downtown,Low Income
4326067911,02/03/2018,CA,CADI,810 SANTEE ST S,5204A-,DISPLAY OF TABS,25.0,34.041199286640236,-118.25184939073428,2018,Wholesale District,Very Low Income
4344947681,12/20/2018,CA,HOND,11401 TENNESSEE AV,88.13B+,METER EXP.,63.0,34.035563998841845,-118.44188300403691,2018,West Los Angeles,Above Moderate Income
4327218910,03/03/2018,CA,TOYT,10933 WELLWORTH AVE,80.69C,PARKED OVER TIME LIMIT,58.0,34.056689001185795,-118.4439170056206,2018,Westwood,Very Low Income
4323442756,01/04/2018,CA,VOLK,118 AVE 66,80.69BS,NO PARK/STREET CLEAN,73.0,34.11400177459919,-118.179670881349,2018,Highland Park,Low Income
4323823125,01/17/2018,CA,CHEV,31 WASHINGTON BLVD E,88.13B+,METER EXP.,63.0,33.979370590351955,-118.46627263019424,2018,Venice,Above Moderate Income
4335943581,07/05/2018,VA,VOLK,4805 BELLFLOWER AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.15788400231712,-118.37455600211547,2018,North Hollywood,Low Income
4326250902,02/13/2018,CA,LNDR,15200 LA CRUZ DR,88.13B+,METER EXP.,63.0,34.04609799680009,-118.52425499848025,2018,Pacific Palisades,Above Moderate Income
4327892925,02/28/2018,CA,UNK,5726 WHITSETT AVENUE,80.69BS,NO PARK/STREET CLEAN,73.0,34.174827516068625,-118.405246002457,2018,North Hollywood,Low Income
4331367316,05/08/2018,CA,OTHR,21 WASHINGTON BLVD E,88.13B+,METER EXP.,63.0,33.979316853285766,-118.46636566388335,2018,Venice,Above Moderate Income
4323369444,01/28/2018,NJ,NISS,852 ORANGE GROVE AVE,80.58L,PREFERENTIAL PARKING,68.0,34.08635226515638,-118.36050989849272,2018,Melrose,Above Moderate Income
4324532203,01/12/2018,CA,FORD,6600 LEXINGTON AVE,80.56E2,YELLOW ZONE,58.0,34.092539999949885,-118.33318199942364,2018,Hollywood,Low Income
1125737841,06/26/2018,CA,HOND,7000 W HAWTHORN AV,8069BS,NO PARK/STREET CLEAN,73.0,34.10033399976412,-118.34139899961289,2018,Hollywood,Low Income
4324293643,01/13/2018,CA,VOLK,402 FLORES ST N,22500E,BLOCKING DRIVEWAY,68.0,34.078192162664415,-118.37106806117247,2018,Melrose,Above Moderate Income
4325764321,01/29/2018,CA,TOYT,9000 CASHIO ST,80.69BS,NO PARK/STREET CLEAN,73.0,34.05245199743234,-118.38643100414902,2018,Crestview,Above Moderate Income
4325202626,01/26/2018,CA,VOLK,9618 PICO BLVD W,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,34.055135148489725,-118.39808543273269,2018,Beverlywood,Above Moderate Income
4340915331,09/26/2018,CA,TOYT,3674 EMPIRE DR,80.69BS,NO PARK/STREET CLEAN,73.0,34.02485067607673,-118.40321064763175,2018,Palms,Above Moderate Income
4332049842,05/22/2018,CA,FORD,2908 PACIFIC AVE,80.69BS,NO PARK/STREET CLEAN,73.0,33.98063933497939,-118.46637466627747,2018,Venice,Above Moderate Income
4323521381,01/12/2018,CA,OTHR,550 5TH ST E,80.49+,18 IN/CURB/COMM VEH,63.0,34.049831184445544,-118.2533990994236,2018,Downtown,Extremely Low Income
4328689901,03/15/2018,CA,TOYT,4615 GLORIA AVENUE,80.69B,NO PARKING,73.0,34.15460457235033,-118.47925128427157,2018,Encino,Above Moderate Income
4325635263,02/12/2018,CA,VOLK,741 BURNSIDE AVE,80.58L,PREFERENTIAL PARKING,68.0,34.061604753447874,-118.34968035291757,2018,Miracle Mile,Above Moderate Income
4326385394,02/18/2018,CA,MERZ,1739 WESTWOOD BLVD,5200,DISPLAY OF PLATES,25.0,34.051070163234634,-118.43807717743341,2018,Westwood,Low Income
4334348966,06/17/2018,CA,TOYT,2040 CORINTH AVE,80.58L,PREFERENTIAL PARKING,68.0,34.039836549164995,-118.4441245479259,2018,West Los Angeles,Above Moderate Income
4324158322,01/05/2018,CA,INTL,649 WALL ST S,80.56E4+,RED ZONE,93.0,34.04271859352962,-118.247806578771,2018,Wholesale District,Extremely Low Income
4334678596,07/10/2018,CA,BMW,1325 MASSELIN AVE,80.69BS,NO PARK/STREET CLEAN,73.0,34.05103959119523,-118.35763059913648,2018,Mid-city,Low Income
4343352952,11/08/2018,CA,MERZ,1349 LONDONDERRY PL N,80.58L,PREFERENTIAL PARKING,68.0,34.09473594968904,-118.3795183170032,2018,Hollywood,Above Moderate Income
